subj,sport,gender,orientation,age,education,race,hispanic_or_latino,Running,CrossFit,Rock climbing,Yoga/Pilates,Cycling,Weightlifting,Hiking,Swimming,Other (please specify),duration,frequency,percent women,current_frame_size,ideal_frame_size,diff,current_thinness,current_tone,current_size
5100,CrossFit,Male,1-Attracted to women exclusively,33,16,"White, Caucasian",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Skiing, Snowboarding, Backpacking, Kayaking",4-6 years,Five days a week,About 50%,,5,,,,
5101,CrossFit,Male,1-Attracted to women exclusively,34,19,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,No,No,,7-9 years,Five days a week,About 50%,,6,,,,
5102,CrossFit,Male,1-Attracted to women exclusively,41,18,Other,No,No,Yes,No,No,No,Yes,No,No,,4-6 years,Five days a week,About 50%,,7,,,,
5103,CrossFit,Male,1-Attracted to women exclusively,30,18,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,Yes,Yes,none,4-6 years,Five days a week,About 50%,,4,,,,
5104,CrossFit,Male,1-Attracted to women exclusively,27,16,"White, Caucasian",No,No,Yes,No,No,No,Yes,Yes,Yes,,1-3 years,Four days a week,About 50%,,4,,,,
5105,CrossFit,Male,1-Attracted to women exclusively,41,16,"White, Caucasian",No,No,Yes,Yes,No,No,Yes,Yes,No,,4-6 years,Six days a week,About 25%,,4,,,,
5106,CrossFit,Male,1-Attracted to women exclusively,28,19,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,Yes,No,,7-9 years,Six days a week,About 50%,,5,,,,
5107,CrossFit,Male,1-Attracted to women exclusively,31,18,"White, Caucasian",No,Yes,Yes,No,No,Yes,Yes,Yes,No,,4-6 years,Five days a week,About 75%,,5,,,,
5108,CrossFit,Male,1-Attracted to women exclusively,27,19,"White, Caucasian",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"soccer, basketball, football, tennis, etc",4-6 years,Five days a week,About 50%,,5,,,,
5109,CrossFit,Male,1-Attracted to women exclusively,28,21,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,Yes,No,Soccer,4-6 years,One day a week,About 25%,,4,,,,
5110,CrossFit,Male,1-Attracted to women exclusively,29,19,"White, Caucasian",No,No,Yes,No,No,No,Yes,No,No,Strongman,10 or more years,Four days a week,About 50%,,6,,,,
5111,CrossFit,Male,2-Attracted to women more than men,30,17,"White, Caucasian",No,No,Yes,No,No,No,Yes,Yes,Yes,,4-6 years,Four days a week,About 50%,,5,,,,
5112,CrossFit,Male,1-Attracted to women exclusively,29,18,"White, Caucasian",Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,,1-3 years,Five days a week,About 50%,,5,,,,
5113,CrossFit,Male,1-Attracted to women exclusively,45,16,"White, Caucasian",No,Yes,Yes,No,No,Yes,Yes,No,Yes,,4-6 years,Four days a week,About 50%,,5,,,,
5114,CrossFit,Male,1-Attracted to women exclusively,45,18,"White, Caucasian",No,No,Yes,No,No,No,No,No,No,,1-3 years,Five days a week,About 25%,,3,,,,
4000,Rock climbing,Male,1-Attracted to women exclusively,36,16,"White, Caucasian",No,Yes,No,Yes,No,No,Yes,Yes,No,,4-6 years,Two days a week,About 75%,,4,,,,
4001,Rock climbing,Male,1-Attracted to women exclusively,35,18,"White, Caucasian",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,10 or more years,Four days a week,About 25%,,2,,,,
4002,Rock climbing,Male,1-Attracted to women exclusively,47,16,"White, Caucasian",No,No,No,Yes,No,Yes,No,No,No,,1-3 years,Three days a week,About 75%,,3,,,,
4003,Rock climbing,Male,1-Attracted to women exclusively,31,14,"White, Caucasian",No,Yes,No,Yes,Yes,Yes,No,Yes,No,,4-6 years,Five days a week,About 50%,,2,,,,
4004,Rock climbing,Male,1-Attracted to women exclusively,,22,"White, Caucasian",No,Yes,No,Yes,No,No,No,Yes,No,"Skiing, Mountaineering, Alpine Ski Touring",10 or more years,One day a week,About 25%,,4,,,,
4005,Rock climbing,Male,1-Attracted to women exclusively,37,16,"White, Caucasian",No,Yes,No,Yes,No,No,Yes,Yes,No,,4-6 years,Three days a week,Less than 25%,,5,,,,
4006,Rock climbing,Male,1-Attracted to women exclusively,27,16,"White, Caucasian",No,No,No,Yes,No,No,No,Yes,Yes,,4-6 years,Two days a week,About 25%,,3,,,,
4007,Rock climbing,Male,1-Attracted to women exclusively,28,21,"White, Caucasian",Yes,No,No,Yes,No,No,No,Yes,No,,7-9 years,Three days a week,About 50%,,2,,,,
4008,Rock climbing,Male,1-Attracted to women exclusively,27,12,"White, Caucasian",No,Yes,No,Yes,No,Yes,No,Yes,No,Tennis,1-3 years,Three days a week,About 25%,,3,,,,
4009,Rock climbing,Male,2-Attracted to women more than men,28,17,"White, Caucasian",No,No,No,Yes,Yes,No,No,Yes,No,"slackline, and Pole Dancing",4-6 years,One day a week,More than 75%,,4,,,,
4010,Rock climbing,Male,1-Attracted to women exclusively,24,16,"White, Caucasian",No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,1-3 years,Four days a week,About 50%,,2,,,,
4011,Rock climbing,Male,1-Attracted to women exclusively,27,18,"White, Caucasian",No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,,1-3 years,Three days a week,About 50%,,4,,,,
4012,Rock climbing,Male,1-Attracted to women exclusively,26,16,"Black, African American",No,Yes,No,Yes,No,No,No,Yes,No,,1-3 years,Three days a week,Less than 25%,,5,,,,
4013,Rock climbing,Male,1-Attracted to women exclusively,31,16,"White, Caucasian",No,Yes,No,Yes,No,No,No,Yes,No,,4-6 years,Three days a week,About 25%,,5,,,,
4014,Rock climbing,Male,1-Attracted to women exclusively,36,20,"White, Caucasian",No,No,No,Yes,No,No,No,Yes,No,,10 or more years,One day a week,About 50%,,3,,,,
4015,Rock climbing,Male,1-Attracted to women exclusively,43,18,"White, Caucasian",No,Yes,No,Yes,No,No,Yes,Yes,Yes,,4-6 years,One day a week,About 50%,,4,,,,
4016,Rock climbing,Male,1-Attracted to women exclusively,37,16,Asian,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,4-6 years,Two days a week,About 75%,,3,,,,
4017,Rock climbing,Male,1-Attracted to women exclusively,66,19,"White, Caucasian",No,No,No,Yes,No,No,Yes,Yes,No,Windsurfing and Snowboarding,10 or more years,Three days a week,About 25%,,3,,,,
4018,Rock climbing,Male,1-Attracted to women exclusively,40,22,Asian,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,kayak/canoe,10 or more years,One day a week,About 50%,,5,,,,
4019,Rock climbing,Male,1-Attracted to women exclusively,32,16,"White, Caucasian",No,No,No,Yes,No,No,No,No,No,Ultimate Frisbee,Less than 1 year,Two days a week,About 25%,,4,,,,
4020,Rock climbing,Male,1-Attracted to women exclusively,45,15,"White, Caucasian",No,No,No,Yes,No,Yes,Yes,Yes,No,,1-3 years,Two days a week,About 50%,,5,,,,
4021,Rock climbing,Male,1-Attracted to women exclusively,29,18,"White, Caucasian",No,No,No,Yes,Yes,Yes,Yes,Yes,No,,4-6 years,One day a week,About 25%,,6,,,,
4022,Rock climbing,Male,1-Attracted to women exclusively,40,20,"White, Caucasian",No,Yes,No,No,No,Yes,No,Yes,No,,10 or more years,Two days a week,About 50%,,4,,,,
4023,Rock climbing,Male,2-Attracted to women more than men,42,18,"White, Caucasian",No,No,No,Yes,No,No,No,Yes,Yes,,7-9 years,Two days a week,About 50%,,2,,,,
4024,Rock climbing,Male,1-Attracted to women exclusively,41,15,"White, Caucasian",No,Yes,No,Yes,Yes,No,No,Yes,No,,10 or more years,Two days a week,About 50%,,5,,,,
4025,Rock climbing,Male,1-Attracted to women exclusively,30,18,"White, Caucasian",No,No,No,Yes,Yes,No,No,Yes,No,,10 or more years,Two days a week,About 50%,,1,,,,
4026,Rock climbing,Male,3-Attracted to women and men equally,28,18,Asian,No,Yes,No,Yes,No,Yes,No,Yes,No,,1-3 years,Two days a week,Less than 25%,,4,,,,
4027,Rock climbing,Male,1-Attracted to women exclusively,54,16,"White, Caucasian",No,Yes,No,Yes,No,No,Yes,Yes,No,,10 or more years,Two days a week,About 50%,,5,,,,
4028,Rock climbing,Male,1-Attracted to women exclusively,32,18,"White, Caucasian",No,No,No,Yes,No,Yes,No,Yes,No,,7-9 years,Three days a week,About 50%,,3,,,,
4029,Rock climbing,Male,1-Attracted to women exclusively,30,16,"White, Caucasian",No,Yes,No,Yes,Yes,No,No,Yes,No,,10 or more years,Three days a week,About 50%,,3,,,,
4030,Rock climbing,Male,1-Attracted to women exclusively,29,16,"White, Caucasian",No,Yes,No,Yes,Yes,No,No,Yes,No,,10 or more years,Five days a week,Less than 25%,,2,,,,
4031,Rock climbing,Male,1-Attracted to women exclusively,38,14,"White, Caucasian",No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,10 or more years,Five days a week,About 50%,,2,,,,
4032,Rock climbing,Male,1-Attracted to women exclusively,26,16,"White, Caucasian",No,Yes,No,Yes,Yes,Yes,No,Yes,No,,1-3 years,Four days a week,About 50%,,4,,,,
4033,Rock climbing,Male,1-Attracted to women exclusively,33,18,"White, Caucasian",No,Yes,No,Yes,Yes,No,No,Yes,No,,1-3 years,Two days a week,About 50%,,4,,,,
4034,Rock climbing,Male,1-Attracted to women exclusively,34,18,"White, Caucasian",No,Yes,No,Yes,No,No,No,Yes,No,,7-9 years,Four days a week,Less than 25%,,7,,,,
4035,Rock climbing,Male,1-Attracted to women exclusively,32,18,Other,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,"Ice Climbing, Telemark Skiing",10 or more years,Four days a week,About 25%,,4,,,,
4036,Rock climbing,Male,1-Attracted to women exclusively,36,16,"White, Caucasian",No,No,No,Yes,No,No,No,No,No,,10 or more years,Three days a week,About 25%,,4,,,,
4037,Rock climbing,Male,1-Attracted to women exclusively,32,20,"White, Caucasian",No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,1-3 years,One day a week,Less than 25%,,3,,,,
4038,Rock climbing,Male,1-Attracted to women exclusively,30,16,"White, Caucasian",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,7-9 years,Three days a week,About 75%,,4,,,,
4039,Rock climbing,Male,1-Attracted to women exclusively,28,16,"White, Caucasian",No,Yes,No,Yes,No,Yes,No,Yes,No,,7-9 years,Four days a week,More than 75%,,3,,,,
4040,Rock climbing,Male,1-Attracted to women exclusively,35,18,"White, Caucasian",No,No,No,Yes,No,No,Yes,Yes,No,,10 or more years,Two days a week,About 50%,,4,,,,
4041,Rock climbing,Male,1-Attracted to women exclusively,32,17,"White, Caucasian",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,10 or more years,Two days a week,About 25%,,2,,,,
4042,Rock climbing,Male,1-Attracted to women exclusively,23,18,"White, Caucasian",No,No,No,Yes,No,Yes,No,Yes,No,,4-6 years,Three days a week,About 25%,,3,,,,
4043,Rock climbing,Male,1-Attracted to women exclusively,31,16,"White, Caucasian",No,No,No,Yes,No,No,No,Yes,No,,4-6 years,Four days a week,About 25%,,3,,,,
4044,Rock climbing,Male,1-Attracted to women exclusively,29,16,"White, Caucasian",No,No,No,Yes,Yes,No,No,Yes,Yes,,4-6 years,Four days a week,Less than 25%,,4,,,,
4045,Rock climbing,Male,2-Attracted to women more than men,28,14,"White, Caucasian",No,Yes,No,Yes,Yes,Yes,No,Yes,No,"surfing, ski touring",1-3 years,Four days a week,About 50%,,5,,,,
4046,Rock climbing,Male,1-Attracted to women exclusively,32,22,"White, Caucasian",No,Yes,No,Yes,No,Yes,Yes,Yes,No,,10 or more years,Four days a week,I do not climb with other people.,,4,,,,
4047,Rock climbing,Male,1-Attracted to women exclusively,26,16,"White, Caucasian",No,No,No,Yes,Yes,Yes,No,Yes,No,,4-6 years,Three days a week,About 50%,,4,,,,
4048,Rock climbing,Male,1-Attracted to women exclusively,29,22,"White, Caucasian",No,Yes,No,Yes,No,No,No,Yes,No,,7-9 years,Three days a week,About 25%,,2,,,,
4049,Rock climbing,Male,1-Attracted to women exclusively,25,17,"White, Caucasian",No,No,No,Yes,Yes,No,No,Yes,Yes,,10 or more years,Six days a week,About 25%,,6,,,,
4050,Rock climbing,Male,1-Attracted to women exclusively,22,16,"White, Caucasian",No,No,No,Yes,No,Yes,No,Yes,No,,4-6 years,Four days a week,Less than 25%,,2,,,,
4051,Rock climbing,Male,1-Attracted to women exclusively,28,16,"White, Caucasian",No,No,No,Yes,Yes,No,No,Yes,No,,1-3 years,Three days a week,About 50%,,2,,,,
4052,Rock climbing,Male,1-Attracted to women exclusively,24,15,"White, Caucasian",No,No,No,No,No,Yes,No,Yes,No,Splitting wood,7-9 years,Three days a week,Less than 25%,,4,,,,
4053,Rock climbing,Male,1-Attracted to women exclusively,28,16,"White, Caucasian",No,No,No,Yes,No,No,No,No,No,,4-6 years,Three days a week,Less than 25%,,5,,,,
4054,Rock climbing,Male,1-Attracted to women exclusively,45,16,"White, Caucasian",No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,10 or more years,Four days a week,About 75%,,1,,,,
4055,Rock climbing,Male,1-Attracted to women exclusively,34,19,"White, Caucasian",No,No,No,Yes,No,No,No,Yes,No,Soccer,4-6 years,Three days a week,About 50%,,3,,,,
4056,Rock climbing,Male,1-Attracted to women exclusively,25,19,"White, Caucasian",Yes,No,No,Yes,Yes,Yes,No,Yes,No,,1-3 years,Three days a week,About 75%,,3,,,,
4057,Rock climbing,Male,1-Attracted to women exclusively,66,18,"White, Caucasian",No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,,10 or more years,Four days a week,About 50%,,< 1,,,,
4058,Rock climbing,Male,1-Attracted to women exclusively,35,22,"White, Caucasian",No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,10 or more years,Three days a week,About 25%,,4,,,,
4059,Rock climbing,Male,1-Attracted to women exclusively,26,12,"White, Caucasian",No,No,No,Yes,No,Yes,Yes,Yes,Yes,,10 or more years,Three days a week,Less than 25%,,6,,,,
4060,Rock climbing,Male,1-Attracted to women exclusively,49,21,"White, Caucasian",No,Yes,No,Yes,No,No,Yes,Yes,No,,10 or more years,Four days a week,Less than 25%,,6,,,,
4061,Rock climbing,Male,1-Attracted to women exclusively,26,16,"White, Caucasian",No,Yes,No,Yes,Yes,No,No,Yes,No,,1-3 years,Five days a week,Less than 25%,,4,,,,
4062,Rock climbing,Male,1-Attracted to women exclusively,39,16,"White, Caucasian",No,No,No,Yes,No,Yes,Yes,Yes,No,,10 or more years,Three days a week,About 75%,,2,,,,
4063,Rock climbing,Male,1-Attracted to women exclusively,48,19,"White, Caucasian",No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,10 or more years,Two days a week,About 25%,,4,,,,
4064,Rock climbing,Male,1-Attracted to women exclusively,46,21,"White, Caucasian",No,Yes,No,Yes,No,No,No,Yes,No,,10 or more years,Two days a week,About 25%,,2,,,,
4065,Rock climbing,Male,1-Attracted to women exclusively,24,16,"White, Caucasian",No,No,No,Yes,No,No,No,Yes,No,,4-6 years,Four days a week,About 25%,,4,,,,
4066,Rock climbing,Male,1-Attracted to women exclusively,39,16,"White, Caucasian",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,dancing,7-9 years,Three days a week,About 50%,,4,,,,
4067,Rock climbing,Male,1-Attracted to women exclusively,27,16,"White, Caucasian",No,Yes,No,Yes,No,No,No,Yes,No,,1-3 years,Three days a week,About 50%,,4,,,,
4068,Rock climbing,Male,1-Attracted to women exclusively,19,13,"White, Caucasian",No,No,No,Yes,No,No,No,Yes,No,,4-6 years,Four days a week,Less than 25%,,4,,,,
4069,Rock climbing,Male,1-Attracted to women exclusively,32,14,Asian,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Gymnastics and mma,4-6 years,Three days a week,About 25%,,4,,,,
4070,Rock climbing,Male,1-Attracted to women exclusively,24,16,"White, Caucasian",No,Yes,No,Yes,No,Yes,No,Yes,No,Skateboarding,1-3 years,Four days a week,Less than 25%,,2,,,,
4071,Rock climbing,Male,1-Attracted to women exclusively,23,16,"White, Caucasian",No,Yes,No,Yes,Yes,Yes,No,Yes,No,,1-3 years,Three days a week,About 25%,,4,,,,
4072,Rock climbing,Male,1-Attracted to women exclusively,35,18,Asian,No,Yes,No,No,No,Yes,Yes,No,No,,7-9 years,Six days a week,About 50%,,2,,,,
4073,Rock climbing,Male,1-Attracted to women exclusively,32,19,"White, Caucasian",No,Yes,No,Yes,No,Yes,Yes,Yes,No,skiing,10 or more years,Three days a week,About 50%,,1,,,,
4074,Rock climbing,Male,1-Attracted to women exclusively,25,16,"White, Caucasian",No,Yes,No,Yes,No,No,Yes,Yes,No,,4-6 years,Four days a week,About 50%,,2,,,,
4075,Rock climbing,Male,1-Attracted to women exclusively,25,16,"White, Caucasian",No,No,No,Yes,No,Yes,No,Yes,No,,7-9 years,Three days a week,About 50%,,3,,,,
4076,Rock climbing,Male,1-Attracted to women exclusively,45,22,"White, Caucasian",No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,10 or more years,One day a week,About 25%,,2,,,,
4077,Rock climbing,Male,1-Attracted to women exclusively,22,16,"White, Caucasian",No,Yes,No,Yes,No,No,No,Yes,No,,4-6 years,Five days a week,Less than 25%,,4,,,,
4078,Rock climbing,Male,1-Attracted to women exclusively,24,16,"White, Caucasian",No,No,No,Yes,Yes,No,Yes,Yes,No,,4-6 years,Four days a week,About 50%,,4,,,,
4079,Rock climbing,Male,1-Attracted to women exclusively,38,16,"White, Caucasian",No,No,No,Yes,No,No,Yes,No,No,,Less than 1 year,Two days a week,About 25%,,3,,,,
4080,Rock climbing,Male,1-Attracted to women exclusively,31,20,"White, Caucasian",No,No,No,Yes,Yes,Yes,No,Yes,Yes,Basketball,1-3 years,Two days a week,About 50%,,3,,,,
4081,Rock climbing,Male,1-Attracted to women exclusively,25,12,"White, Caucasian",No,Yes,No,Yes,Yes,No,No,Yes,No,,4-6 years,Two days a week,About 25%,,3,,,,
4082,Rock climbing,Male,1-Attracted to women exclusively,40,16,"White, Caucasian",No,Yes,No,Yes,No,No,Yes,Yes,No,,10 or more years,Three days a week,About 25%,,2,,,,
4083,Rock climbing,Male,1-Attracted to women exclusively,51,15,"White, Caucasian",No,No,No,Yes,Yes,Yes,No,Yes,Yes,skiing,10 or more years,Four days a week,About 25%,,1,,,,
4084,Rock climbing,Male,1-Attracted to women exclusively,22,15,"White, Caucasian",No,Yes,No,Yes,Yes,Yes,No,Yes,No,,7-9 years,One day a week,About 25%,,4,,,,
4085,Rock climbing,Male,1-Attracted to women exclusively,21,14,Asian,No,Yes,No,Yes,Yes,No,Yes,Yes,No,,7-9 years,Four days a week,About 25%,,3,,,,
4086,Rock climbing,Male,1-Attracted to women exclusively,55,17,"White, Caucasian",No,Yes,Yes,Yes,Yes,No,No,Yes,No,,7-9 years,Two days a week,About 25%,,4,,,,
4087,Rock climbing,Male,1-Attracted to women exclusively,28,14,"White, Caucasian",No,No,No,Yes,No,No,No,No,No,skateboarding,4-6 years,Three days a week,About 25%,,1,,,,
4088,Rock climbing,Male,1-Attracted to women exclusively,18,12,"White, Caucasian",No,No,No,Yes,No,Yes,No,Yes,Yes,,1-3 years,Two days a week,About 25%,,3,,,,
4089,Rock climbing,Male,1-Attracted to women exclusively,22,13,"White, Caucasian",No,Yes,No,Yes,No,No,No,Yes,No,,4-6 years,Three days a week,About 25%,,5,,,,
4090,Rock climbing,Male,1-Attracted to women exclusively,24,16,"White, Caucasian",No,Yes,No,Yes,Yes,Yes,No,Yes,No,,1-3 years,Three days a week,Less than 25%,,3,,,,
4091,Rock climbing,Male,1-Attracted to women exclusively,36,13,"White, Caucasian",No,No,No,Yes,Yes,No,No,Yes,No,Mountaineering ,1-3 years,Four days a week,About 50%,,2,,,,
4092,Rock climbing,Male,2-Attracted to women more than men,42,16,"White, Caucasian",No,Yes,No,Yes,Yes,No,Yes,Yes,No,,7-9 years,Four days a week,About 25%,,4,,,,
4093,Rock climbing,Male,1-Attracted to women exclusively,31,18,"White, Caucasian",No,Yes,No,Yes,Yes,No,Yes,Yes,No,,4-6 years,Three days a week,Less than 25%,,4,,,,
4094,Rock climbing,Male,1-Attracted to women exclusively,33,16,"White, Caucasian",No,Yes,No,Yes,Yes,No,No,Yes,No,Backcountry skiing,10 or more years,Three days a week,About 25%,,4,,,,
4095,Rock climbing,Male,1-Attracted to women exclusively,32,22,"White, Caucasian",No,No,No,Yes,No,No,Yes,Yes,No,,10 or more years,Four days a week,About 50%,,3,,,,
4096,Rock climbing,Male,1-Attracted to women exclusively,39,18,"White, Caucasian",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,10 or more years,Five days a week,About 50%,,3,,,,
4097,Rock climbing,Male,1-Attracted to women exclusively,35,17,"White, Caucasian",No,No,No,Yes,Yes,No,No,Yes,No,,4-6 years,Three days a week,About 25%,,4,,,,
4098,Rock climbing,Male,1-Attracted to women exclusively,31,19,"White, Caucasian",No,No,No,Yes,No,No,Yes,Yes,No,,4-6 years,Two days a week,Less than 25%,,3,,,,
4099,Rock climbing,Male,1-Attracted to women exclusively,24,18,"White, Caucasian",No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,4-6 years,Three days a week,About 25%,,4,,,,
4100,Rock climbing,Male,1-Attracted to women exclusively,32,19,"White, Caucasian",No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Soccer,1-3 years,Three days a week,About 50%,,2,,,,
4101,Rock climbing,Male,1-Attracted to women exclusively,30,16,"White, Caucasian",No,No,No,Yes,No,No,No,Yes,No,,4-6 years,Three days a week,About 50%,,4,,,,
4102,Rock climbing,Male,1-Attracted to women exclusively,24,16,"White, Caucasian",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Mountain Biking, Bouldering, mountaineering, backpacking, camping, whitewater kayaking, caving, canoeing",7-9 years,Three days a week,More than 75%,,4,,,,
4103,Rock climbing,Male,1-Attracted to women exclusively,30,19,"White, Caucasian",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,7-9 years,Two days a week,About 25%,,3,,,,
4104,Rock climbing,Male,1-Attracted to women exclusively,55,18,Asian,No,No,No,Yes,No,No,No,Yes,No,table tennis at the expert level,10 or more years,Two days a week,About 50%,,3,,,,
4105,Rock climbing,Male,1-Attracted to women exclusively,37,16,"White, Caucasian",No,Yes,Yes,Yes,No,No,Yes,Yes,No,,10 or more years,Four days a week,About 25%,,4,,,,
4106,Rock climbing,Male,1-Attracted to women exclusively,35,14,"White, Caucasian",No,No,No,Yes,Yes,Yes,No,Yes,No,,4-6 years,Three days a week,Less than 25%,,4,,,,
4107,Rock climbing,Male,1-Attracted to women exclusively,25,16,"White, Caucasian",No,No,No,Yes,No,No,No,Yes,No,Skiing,7-9 years,Two days a week,About 50%,,3,,,,
4108,Rock climbing,Male,1-Attracted to women exclusively,27,21,"White, Caucasian",No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,skiing,4-6 years,Four days a week,About 75%,,5,,,,
4109,Rock climbing,Male,1-Attracted to women exclusively,27,18,"White, Caucasian",No,No,No,Yes,Yes,Yes,No,Yes,No,,4-6 years,Four days a week,About 25%,,4,,,,
4110,Rock climbing,Male,1-Attracted to women exclusively,19,12,"White, Caucasian",No,Yes,No,Yes,Yes,No,No,Yes,No,,7-9 years,Five days a week,About 50%,,3,,,,
4111,Rock climbing,Male,1-Attracted to women exclusively,31,15,Other,No,Yes,No,Yes,No,Yes,No,Yes,No,,1-3 years,Three days a week,About 50%,,7,,,,
4112,Rock climbing,Male,3-Attracted to women and men equally,26,14,Other,No,No,No,Yes,Yes,No,Yes,Yes,Yes,,4-6 years,Three days a week,More than 75%,,4,,,,
4113,Rock climbing,Male,1-Attracted to women exclusively,33,17,"White, Caucasian",No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,,10 or more years,Three days a week,About 50%,,1,,,,
4114,Rock climbing,Male,1-Attracted to women exclusively,33,13,"White, Caucasian",No,No,No,Yes,No,No,Yes,Yes,No,,Less than 1 year,Four days a week,About 50%,,4,,,,
4115,Rock climbing,Male,1-Attracted to women exclusively,23,16,"White, Caucasian",No,Yes,No,Yes,No,Yes,No,Yes,No,,1-3 years,Five days a week,About 25%,,4,,,,
4116,Rock climbing,Male,1-Attracted to women exclusively,31,16,"White, Caucasian",No,No,No,Yes,No,No,No,Yes,No,,1-3 years,Three days a week,About 50%,,2,,,,
4117,Rock climbing,Male,1-Attracted to women exclusively,33,16,"White, Caucasian",No,No,No,Yes,No,Yes,Yes,Yes,No,,10 or more years,Three days a week,About 50%,,4,,,,
4118,Rock climbing,Male,2-Attracted to women more than men,37,21,"White, Caucasian",No,No,No,Yes,No,Yes,Yes,No,No,,10 or more years,Three days a week,About 25%,,5,,,,
4119,Rock climbing,Male,1-Attracted to women exclusively,42,22,"White, Caucasian",No,Yes,No,Yes,No,No,No,Yes,No,,4-6 years,Two days a week,About 50%,,4,,,,
4120,Rock climbing,Male,1-Attracted to women exclusively,38,16,"White, Caucasian",No,No,No,Yes,Yes,No,No,Yes,Yes,,10 or more years,Three days a week,About 25%,,6,,,,
4121,Rock climbing,Male,1-Attracted to women exclusively,37,18,"White, Caucasian",No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,"snowboarding, ice climbing",10 or more years,Four days a week,About 75%,,3,,,,
4122,Rock climbing,Male,2-Attracted to women more than men,27,21,"White, Caucasian",No,No,No,Yes,No,Yes,Yes,Yes,No,,4-6 years,Four days a week,About 75%,,4,,,,
4123,Rock climbing,Male,1-Attracted to women exclusively,40,12,"White, Caucasian",No,No,No,Yes,No,No,No,Yes,No,,10 or more years,Two days a week,Less than 25%,,> 7,,,,
4124,Rock climbing,Male,1-Attracted to women exclusively,37,16,Asian,No,Yes,No,Yes,No,Yes,No,Yes,Yes,,10 or more years,One day a week,About 50%,,4,,,,
6000,Running,Male,2-Attracted to women more than men,52,16,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,No,No,badminton,10 or more years,Five days a week,I do not run with other people.,,4,,,,
6001,Running,Male,1-Attracted to women exclusively,26,16,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,Less than 1 year,Three days a week,Less than 25%,,4,,,,
6002,Running,Male,1-Attracted to women exclusively,32,16,"White, Caucasian",No,Yes,No,No,Yes,No,No,No,No,,1-3 years,Two days a week,About 50%,,6,,,,
6003,Running,Male,1-Attracted to women exclusively,38,12,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,1-3 years,Four days a week,About 50%,,7,,,,
6004,Running,Male,1-Attracted to women exclusively,19,14,"White, Caucasian",No,Yes,No,No,No,Yes,No,No,No,,Less than 1 year,Four days a week,I do not run with other people.,,2,,,,
6005,Running,Male,1-Attracted to women exclusively,29,16,"White, Caucasian",No,Yes,No,No,Yes,No,No,No,No,,Less than 1 year,Five days a week,I do not run with other people.,,1,,,,
6006,Running,Male,1-Attracted to women exclusively,22,18,"White, Caucasian",No,Yes,No,No,No,No,Yes,Yes,No,Ice Hockey,7-9 years,Seven days a week,I do not run with other people.,,5,,,,
6007,Running,Male,3-Attracted to women and men equally,21,14,"White, Caucasian",No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,,4-6 years,Six days a week,Less than 25%,,3,,,,
6008,Running,Male,1-Attracted to women exclusively,20,12,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,1-3 years,Six days a week,Less than 25%,,6,,,,
6009,Running,Male,1-Attracted to women exclusively,39,22,"White, Caucasian",No,Yes,No,No,No,No,No,Yes,No,,10 or more years,Five days a week,I do not run with other people.,,6,,,,
6010,Running,Male,1-Attracted to women exclusively,24,16,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,4-6 years,Four days a week,About 50%,,3,,,,
